# ----------------------------------------
# E-commerce purchases: Item name
# Account: Twin Birds UA
# Property: Twin Birds GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251101
# End date: 20260505
Item name,Items viewed,Items added to cart,Items purchased,Item revenue
Straight Fit Saree Shaper - Gold Mine - XL / Gold Mine - XL / Gold Mine,0,0,6,4793.999956
Straight Fit Saree Shaper - Pink Champagne - 2XL / Pink Champagne - 2XL / Pink Champagne,0,0,9,7190.999894
Straight Fit Saree Shaper - Pink Champagne - 3XL / Pink Champagne - 3XL / Pink Champagne,0,0,6,4793.99997
Straight Fit Saree Shaper - Pink Champagne - L / Pink Champagne - L / Pink Champagne,0,0,14,11186.00021
Straight Fit Saree Shaper - Pink Champagne - M / Pink Champagne - M / Pink Champagne,0,0,9,7190.999993
Straight Fit Saree Shaper - Pink Champagne - S / Pink Champagne - S / Pink Champagne,0,0,6,4794.000015
Straight Fit Saree Shaper - Pink Champagne - XL / Pink Champagne - XL / Pink Champagne,0,0,11,8788.9999
Straight Fit Saree Shaper - Red Velvet - 2XL / Red Velvet - 2XL / Red Velvet,0,0,3,2397.000039
Straight Fit Saree Shaper - Red Velvet - 3XL / Red Velvet - 3XL / Red Velvet,0,0,4,3195.999977
Straight Fit Saree Shaper - Red Velvet - L / Red Velvet - L / Red Velvet,0,0,4,3195.999973
Straight Fit Saree Shaper - Red Velvet - M / Red Velvet - M / Red Velvet,0,0,5,3995
Straight Fit Saree Shaper - Red Velvet - S / Red Velvet - S / Red Velvet,0,0,3,2396.999955
Straight Fit Saree Shaper - Red Velvet - XL / Red Velvet - XL / Red Velvet,0,0,4,3195.99991
Straight Fit Saree Shaper - Silver Coin - 2XL / Silver Coin - 2XL / Silver Coin,0,0,2,1598.000015
Straight Fit Saree Shaper - Silver Coin - 3XL / Silver Coin - 3XL / Silver Coin,0,0,4,3196.000072
Straight Fit Saree Shaper - Silver Coin - L / Silver Coin - L / Silver Coin,0,0,4,3195.999969
Straight Fit Saree Shaper - Silver Coin - M / Silver Coin - M / Silver Coin,0,0,1,798.999988
Straight Fit Saree Shaper - Silver Coin - XL / Silver Coin - XL / Silver Coin,0,0,3,2396.99996
Strawberry Printed Striped  Co-ord Set - Salsa Rosa - 2XL / Salsa Rosa - 2XL / Salsa Rosa,0,0,1,998.999996
Strawberry Printed Striped  Co-ord Set - Salsa Rosa - L / Salsa Rosa - L / Salsa Rosa,0,0,1,999
Strawberry Printed Striped  Co-ord Set - Salsa Rosa - M / Salsa Rosa - M / Salsa Rosa,0,0,1,999.000026
Strawberry Printed Striped  Co-ord Set - Salsa Rosa - S / Salsa Rosa - S / Salsa Rosa,0,0,1,999.000002
Strawberry Printed Striped  Co-ord Set - Salsa Rosa - XL / Salsa Rosa - XL / Salsa Rosa,0,0,1,998.999989
Stretch Sports Vest Reversible - Black - L / Black - L / Black,0,3,17,6443.000169
Stretch Sports Vest Reversible - Black - M / Black - M / Black,0,3,11,4168.99976
Stretch Sports Vest Reversible - Black - XL / Black - XL / Black,0,1,13,4927.000073
Stretch Sports Vest Reversible - Grey - L / Grey - L / Grey,0,1,5,1894.999977
Stretch Sports Vest Reversible - Grey - M / Grey - M / Grey,0,4,10,3789.99991
Stretch Sports Vest Reversible - Grey - S / Grey - S / Grey,0,0,4,1516.000018
Stretch Sports Vest Reversible - Grey - XL / Grey - XL / Grey,0,2,10,3790.000175
Stretch Sports Vest Reversible - White - L / White - L / White,0,1,4,1515.999992
Stretch Sports Vest Reversible - White - M / White - M / White,0,2,11,4168.999866
Stretch Sports Vest Reversible - White - S / White - S / White,0,0,2,757.999935
Stretch Sports Vest Reversible - White - XL / White - XL / White,0,0,8,3032.000081
Striped Palazzo - Brown Stone - 2XL / Brown Stone - 2XL / Brown Stone,0,1,11,7689.000024
Striped Palazzo - Brown Stone - 3XL / Brown Stone - 3XL / Brown Stone,0,0,6,4193.999945
Striped Palazzo - Brown Stone - L / Brown Stone - L / Brown Stone,0,2,6,4194.000002
Striped Palazzo - Brown Stone - M / Brown Stone - M / Brown Stone,0,9,11,7689.000231
Striped Palazzo - Brown Stone - S / Brown Stone - S / Brown Stone,0,0,1,698.99998
Striped Palazzo - Brown Stone - XL / Brown Stone - XL / Brown Stone,0,1,9,6291.00007
Striped Palazzo - Dusty Blue - 2XL / Dusty Blue - 2XL / Dusty Blue,0,0,2,1398.000057
Striped Palazzo - Dusty Blue - 3XL / Dusty Blue - 3XL / Dusty Blue,0,0,3,2097.000063
Striped Palazzo - Dusty Blue - L / Dusty Blue - L / Dusty Blue,0,0,3,2096.999974
Striped Palazzo - Dusty Blue - S / Dusty Blue - S / Dusty Blue,0,1,0,0
Striped Palazzo - Dusty Blue - XL / Dusty Blue - XL / Dusty Blue,0,0,8,5591.999961
Striped Palazzo - Jet Black - 2XL / Jet Black - 2XL / Jet Black,0,1,4,2796.000011
Striped Palazzo - Jet Black - 3XL / Jet Black - 3XL / Jet Black,0,0,8,5591.999926
Striped Palazzo - Jet Black - L / Jet Black - L / Jet Black,0,0,3,2097.000024
Striped Palazzo - Jet Black - M / Jet Black - M / Jet Black,0,0,2,1398.000045
Striped Palazzo - Jet Black - S / Jet Black - S / Jet Black,0,0,1,699.000003
Striped Palazzo - Jet Black - XL / Jet Black - XL / Jet Black,0,0,3,2097.000004
Striped Palazzo - Mellow Rose - 2XL / Mellow Rose - 2XL / Mellow Rose,0,0,1,698.999975
Striped Palazzo - Moon Quarry - 2XL / Moon Quarry - 2XL / Moon Quarry,0,0,1,698.999957
Striped Palazzo - Moonlight Blue - 2XL / Moonlight Blue - 2XL / Moonlight Blue,0,0,3,2097.00001
Striped Palazzo - Moonlight Blue - 3XL / Moonlight Blue - 3XL / Moonlight Blue,0,0,2,1397.999973
Striped Palazzo - Moonlight Blue - L / Moonlight Blue - L / Moonlight Blue,0,0,3,2097.000033
Striped Palazzo - Moonlight Blue - M / Moonlight Blue - M / Moonlight Blue,0,0,3,2097.000053
Striped Palazzo - Moonlight Blue - XL / Moonlight Blue - XL / Moonlight Blue,0,0,5,3494.999991
Striped Palazzo - Natural Vanilla - 3XL / Natural Vanilla - 3XL / Natural Vanilla,0,0,1,698.999996
Striped Palazzo - Nimbus Fade - 3XL / Nimbus Fade,0,1,0,0
Striped Palazzo - Nimbus Fade - 3XL / Nimbus Fade - 3XL / Nimbus Fade,0,0,1,698.99996
Striped Palazzo - Sand Black - 2XL / Sand Black - 2XL / Sand Black,0,0,1,699.000006
Striped Palazzo - Sand Black - 3XL / Sand Black - 3XL / Sand Black,0,0,1,698.999976
Striped Palazzo - Whisper Pink - 2XL / Whisper Pink - 2XL / Whisper Pink,0,0,3,2096.999978
Striped Palazzo - Whisper Pink - 3XL / Whisper Pink - 3XL / Whisper Pink,0,0,1,698.99998
Striped Palazzo - Whisper Pink - L / Whisper Pink - L / Whisper Pink,0,0,5,3494.999947
Striped Palazzo - Whisper Pink - M / Whisper Pink - M / Whisper Pink,0,0,1,698.999967
Striped Palazzo - Whisper Pink - XL / Whisper Pink - XL / Whisper Pink,0,0,3,2097.000006
Striped Palazzo - White - 2XL / White - 2XL / White,0,0,1,699.000026
Striped Palazzo - White - 3XL / White - 3XL / White,0,0,2,1397.99998
Striped Palazzo - White - L / White - L / White,0,0,1,699.000039
Striped Palazzo - White - M / White - M / White,0,0,1,699.000003
Striped Palazzo - White - S / White - S / White,0,0,1,698.999967
Striped Palazzo - White - XL / White - XL / White,0,0,2,1397.999992
Sunshine Printed Collared Co-ord Set - Amberlight - S / Amberlight - S / Amberlight,0,0,1,999.000043
Sweat Shirt - Black - XL / Black - XL / Black,0,0,1,999.000019
Sweat Shirt - Light Pink - 2XL / Light Pink,0,1,0,0
Sweat Shirt - Light Pink - 2XL / Light Pink - 2XL / Light Pink,0,0,1,999.000038
Sweat Shirt - Light Pink - XL / Light Pink,0,2,0,0
Sweat Shirt - Maroon - S / Maroon - S / Maroon,0,0,1,998.999982
Sweat Shirt - Off White - M / Off White - M / Off White,0,0,1,998.999985
Sweat Shirt - Off White - XL / Off White,0,5,0,0
Teddy Bear Printed Co-ord Set - Dusky Orchid - 2XL / Dusky Orchid - 2XL / Dusky Orchid,0,0,1,999.000043
Teddy Bear Printed Co-ord Set - Dusky Orchid - M / Dusky Orchid - M / Dusky Orchid,0,0,1,999.000043
Teddy Face Printed Co-ord Set - Cappucino - L / Cappucino - L / Cappucino,0,0,1,998.999974
Teddy Printed Collared Co-ord Set- Maple Syrup - L / Maple Syrup - L / Maple Syrup,0,1,5,4994.999929
Teddy Printed Collared Co-ord Set- Maple Syrup - M / Maple Syrup - M / Maple Syrup,0,0,2,1998.000003
Teddy Printed Collared Co-ord Set- Maple Syrup - S / Maple Syrup - S / Maple Syrup,0,0,2,1997.999967
Teddy Printed Collared Co-ord Set- Maple Syrup - XL / Maple Syrup - XL / Maple Syrup,0,0,4,3995.99997
Teddy bear Printed Night Pants - Dark Chocolate - L / Dark Chocolate - L / Dark Chocolate,0,0,1,599.000044
Teddy bear Printed Night Pants - Dark Chocolate - M / Dark Chocolate - M / Dark Chocolate,0,0,1,598.999956
Teddy bear Printed Night Pants - Dark Chocolate - XS / Dark Chocolate - XS / Dark Chocolate,0,0,2,1197.999931
Textured Night Pant - Belgian Cocoa - 2XL / Belgian Cocoa - 2XL / Belgian Cocoa,0,0,17,13583.000159
Textured Night Pant - Belgian Cocoa - L / Belgian Cocoa - L / Belgian Cocoa,0,1,9,7190.999997
Textured Night Pant - Belgian Cocoa - M / Belgian Cocoa - M / Belgian Cocoa,0,0,8,6392.000004
Textured Night Pant - Belgian Cocoa - S / Belgian Cocoa - S / Belgian Cocoa,0,0,2,1597.999935
Textured Night Pant - Belgian Cocoa - XL / Belgian Cocoa - XL / Belgian Cocoa,0,0,5,3995.000103
Textured Night Pant - Belgian Cocoa - XS / Belgian Cocoa - XS / Belgian Cocoa,0,0,3,2397.000064
Textured Night Pant - Black - 2XL / Black - 2XL / Black,0,1,12,9588.000073
Textured Night Pant - Black - L / Black - L / Black,0,0,12,9587.999816
Textured Night Pant - Black - M / Black - M / Black,0,0,10,7989.999935
Textured Night Pant - Black - S / Black - S / Black,0,0,4,3195.999982
Textured Night Pant - Black - XL / Black - XL / Black,0,2,15,11984.999928
Textured Night Pant - Elephant Grey - 2XL / Elephant Grey - 2XL / Elephant Grey,0,0,13,10386.999874
Textured Night Pant - Elephant Grey - L / Elephant Grey - L / Elephant Grey,0,0,6,4794.000009
Textured Night Pant - Elephant Grey - M / Elephant Grey - M / Elephant Grey,0,0,9,7191.000054
Textured Night Pant - Elephant Grey - S / Elephant Grey - S / Elephant Grey,0,0,6,4793.999939
Textured Night Pant - Elephant Grey - XL / Elephant Grey - XL / Elephant Grey,0,0,16,12783.99999
Textured Night Pant - Elephant Grey - XS / Elephant Grey - XS / Elephant Grey,0,0,3,2397.000064
Textured Night Pant - Green Smoke - 2XL / Green Smoke - 2XL / Green Smoke,0,0,8,6392.00012
Textured Night Pant - Green Smoke - L / Green Smoke - L / Green Smoke,0,0,5,3994.999886
Textured Night Pant - Green Smoke - M / Green Smoke - M / Green Smoke,0,0,9,7191.000136
Textured Night Pant - Green Smoke - S / Green Smoke - S / Green Smoke,0,0,1,798.999976
Textured Night Pant - Green Smoke - XL / Green Smoke - XL / Green Smoke,0,0,6,4794.000046
Textured Night Pant - Merlot - 2XL / Merlot - 2XL / Merlot,0,0,10,7989.999905
Textured Night Pant - Merlot - L / Merlot - L / Merlot,0,2,3,2397.000018
Textured Night Pant - Merlot - M / Merlot - M / Merlot,0,0,7,5593.000062
Textured Night Pant - Merlot - S / Merlot - S / Merlot,0,0,1,798.999984
Textured Night Pant - Merlot - XL / Merlot - XL / Merlot,0,0,8,6391.999979
Textured Night Pant - Merlot - XS / Merlot - XS / Merlot,0,0,2,1597.999943
Textured Night Pant - Rosy Brown - 2XL / Rosy Brown - 2XL / Rosy Brown,0,1,11,8789.000053
Textured Night Pant - Rosy Brown - L / Rosy Brown - L / Rosy Brown,0,0,3,2396.999921
Textured Night Pant - Rosy Brown - M / Rosy Brown - M / Rosy Brown,0,0,4,3196.000088
Textured Night Pant - Rosy Brown - S / Rosy Brown - S / Rosy Brown,0,0,4,3196.000051
Textured Night Pant - Rosy Brown - XL / Rosy Brown - XL / Rosy Brown,0,0,5,3995.000012
Textured Night Pant - Rosy Brown - XS / Rosy Brown - XS / Rosy Brown,0,0,1,798.99997
Textured Pant Co-ord Set - Berry Crush - 2XL / Berry Crush - 2XL / Berry Crush,0,0,20,21980.000139
Textured Pant Co-ord Set - Berry Crush - L / Berry Crush - L / Berry Crush,0,0,17,18682.999975
Textured Pant Co-ord Set - Berry Crush - M / Berry Crush - M / Berry Crush,0,1,12,13188.000125
Textured Pant Co-ord Set - Berry Crush - S / Berry Crush - S / Berry Crush,0,0,11,12088.999979
Textured Pant Co-ord Set - Berry Crush - XL / Berry Crush - XL / Berry Crush,0,0,21,23078.999778
Textured Pant Co-ord Set - Berry Crush - XS / Berry Crush - XS / Berry Crush,0,0,2,2197.99999
Textured Pant Co-ord Set - Elephant Grey - 2XL / Elephant Grey - 2XL / Elephant Grey,0,0,10,10989.999899
Textured Pant Co-ord Set - Elephant Grey - L / Elephant Grey - L / Elephant Grey,0,0,6,6594.000035
Textured Pant Co-ord Set - Elephant Grey - M / Elephant Grey - M / Elephant Grey,0,0,4,4396.000076
Textured Pant Co-ord Set - Elephant Grey - S / Elephant Grey - S / Elephant Grey,0,0,7,7692.999995
Textured Pant Co-ord Set - Elephant Grey - XL / Elephant Grey - XL / Elephant Grey,0,0,7,7693.000092
Textured Pant Co-ord Set - Elephant Grey - XS / Elephant Grey - XS / Elephant Grey,0,0,7,7693.000067
Textured Pant Co-ord Set - Jet Black - 2XL / Jet Black - 2XL / Jet Black,0,0,10,10990.000021
Textured Pant Co-ord Set - Jet Black - L / Jet Black - L / Jet Black,0,0,8,8791.999946
Textured Pant Co-ord Set - Jet Black - M / Jet Black - M / Jet Black,0,1,12,13187.999987
Textured Pant Co-ord Set - Jet Black - S / Jet Black - S / Jet Black,0,0,6,6593.999903
Textured Pant Co-ord Set - Jet Black - XL / Jet Black - XL / Jet Black,0,0,10,10989.999961
Textured Pant Co-ord Set - Jet Black - XS / Jet Black - XS / Jet Black,0,0,8,8792.000033
Textured Pant Co-ord Set - Matcha - 2XL / Matcha - 2XL / Matcha,0,0,3,3297.000051
Textured Pant Co-ord Set - Matcha - L / Matcha - L / Matcha,0,1,5,5494.999989
Textured Pant Co-ord Set - Matcha - M / Matcha - M / Matcha,0,0,1,1099.000022
Textured Pant Co-ord Set - Matcha - S / Matcha - S / Matcha,0,0,6,6594.000005
Textured Pant Co-ord Set - Matcha - XL / Matcha - XL / Matcha,0,0,8,8791.999997
Textured Pant Co-ord Set - Matcha - XS / Matcha - XS / Matcha,0,0,5,5494.999915
Textured Pant Co-ord Set - Mocha Mousse - 2XL / Mocha Mousse - 2XL / Mocha Mousse,0,0,4,4395.999982
Textured Pant Co-ord Set - Mocha Mousse - L / Mocha Mousse - L / Mocha Mousse,0,0,12,13188.000064
Textured Pant Co-ord Set - Mocha Mousse - M / Mocha Mousse - M / Mocha Mousse,0,0,1,1099.000023
Textured Pant Co-ord Set - Mocha Mousse - S / Mocha Mousse - S / Mocha Mousse,0,0,11,12089.000008
Textured Pant Co-ord Set - Mocha Mousse - XL / Mocha Mousse - XL / Mocha Mousse,0,0,12,13187.999994
Textured Pant Co-ord Set - Mocha Mousse - XS / Mocha Mousse - XS / Mocha Mousse,0,0,3,3297.000029
Textured Pant Co-ord Set - Pale Mauve - 2XL / Pale Mauve - 2XL / Pale Mauve,0,0,2,2198.000012
Textured Pant Co-ord Set - Pale Mauve - L / Pale Mauve - L / Pale Mauve,0,0,3,3297.000021
Textured Pant Co-ord Set - Pale Mauve - M / Pale Mauve - M / Pale Mauve,0,0,2,2198.000047
Textured Pant Co-ord Set - Pale Mauve - S / Pale Mauve - S / Pale Mauve,0,0,4,4395.999919
Textured Pant Co-ord Set - Pale Mauve - XL / Pale Mauve - XL / Pale Mauve,0,0,5,5494.999967
Textured Pant Co-ord Set - Pale Mauve - XS / Pale Mauve - XS / Pale Mauve,0,0,1,1098.99996
Textured Shorts Co-ord Set - Cream - S / Cream - S / Cream,0,0,1,798.999987
Textured Shorts Co-ord Set - Cream - XL / Cream - XL / Cream,0,0,2,1597.999945
Tiny Heart Printed Co-ord Set - Rythmic Red - 2XL / Rythmic Red - 2XL / Rythmic Red,0,0,1,999.000031
Tiny Heart Printed Co-ord Set - Rythmic Red - M / Rythmic Red - M / Rythmic Red,0,0,1,998.999968
Tiny Heart Printed Co-ord Set - Rythmic Red - XL / Rythmic Red - XL / Rythmic Red,0,0,2,1997.999926
Tropical Printed Co-ord Set - White Loungewear - L / White - L / White,0,0,7,6993.000058
Tropical Printed Co-ord Set - White Loungewear - XL / White - XL / White,0,0,1,999.000034
Turtle Neck Ribbed Tee - 2XL / Wild Rose - 2XL / Wild Rose,0,0,4,2596.000024
Turtle Neck Ribbed Tee - Black - 2XL / Black - 2XL / Black,0,0,6,3893.999992
Turtle Neck Ribbed Tee - Black - L / Black - L / Black,0,0,3,1947.000029
Turtle Neck Ribbed Tee - Black - M / Black - M / Black,0,0,3,1947.000026
Turtle Neck Ribbed Tee - Black - S / Black - S / Black,0,0,1,648.999975
Turtle Neck Ribbed Tee - Black - XL / Black - XL / Black,0,0,1,648.999994
Turtle Neck Ribbed Tee - Green - 2XL / Green Tree - 2XL / Green Tree,0,0,4,2595.999982
Turtle Neck Ribbed Tee - Green - M / Green Tree - M / Green Tree,0,0,2,1297.999981
Turtle Neck Ribbed Tee - Green - S / Green Tree - S / Green Tree,0,0,1,649.000043
Turtle Neck Ribbed Tee - Green - XL / Green Tree - XL / Green Tree,0,0,2,1297.999992
Turtle Neck Ribbed Tee - Mehandi Maroon - 2XL / Mehandi Maroon - 2XL / Mehandi Maroon,0,0,6,3894.000062
Turtle Neck Ribbed Tee - Mehandi Maroon - L / Mehandi Maroon - L / Mehandi Maroon,0,0,2,1298.000009
Turtle Neck Ribbed Tee - Mehandi Maroon - M / Mehandi Maroon - M / Mehandi Maroon,0,0,1,649.000039
Turtle Neck Ribbed Tee - Mehandi Maroon - S / Mehandi Maroon - S / Mehandi Maroon,0,0,1,648.999995
Turtle Neck Ribbed Tee - Mehandi Maroon - XL / Mehandi Maroon - XL / Mehandi Maroon,0,0,6,3894.000042
Turtle Neck Ribbed Tee - Orchid Lillac - 2XL / Orchid Lillac - 2XL / Orchid Lillac,0,0,2,1298.00004
Turtle Neck Ribbed Tee - Orchid Lillac - M / Orchid Lillac - M / Orchid Lillac,0,0,1,649.000038
Turtle Neck Ribbed Tee - Orchid Lillac - S / Orchid Lillac - S / Orchid Lillac,0,0,1,648.999974
Turtle Neck Ribbed Tee - Orchid Lillac - XL / Orchid Lillac - XL / Orchid Lillac,0,0,1,648.999987
Turtle Neck Ribbed Tee - S / Wild Rose - S / Wild Rose,0,0,1,648.999988
Turtle Neck Ribbed Tee - White - 2XL / White - 2XL / White,0,0,1,649.000006
Turtle Neck Ribbed Tee - White - L / White - L / White,0,0,2,1298.00005
Turtle Neck Ribbed Tee - White - M / White - M / White,0,0,2,1297.99999
Turtle Neck Ribbed Tee - White - S / White - S / White,0,0,3,1947.000037
Turtle Neck Ribbed Tee - White - XL / White - XL / White,0,0,2,1297.999977
Turtle Neck Ribbed Tee - XL / Wild Rose - XL / Wild Rose,0,0,2,1297.999956
Viscose 7/8 High Ankle/Cropped Leggings - Black Plus - 2XL / Black Plus - 2XL / Black Plus,0,6,71,35428.999729
Viscose 7/8 High Ankle/Cropped Leggings - Black Plus - L / Black Plus - L / Black Plus,0,4,53,26446.999855
Viscose 7/8 High Ankle/Cropped Leggings - Black Plus - M / Black Plus - M / Black Plus,0,10,48,23952.000147
Viscose 7/8 High Ankle/Cropped Leggings - Black Plus - S / Black Plus - S / Black Plus,0,1,26,12974.000109
Viscose 7/8 High Ankle/Cropped Leggings - Black Plus - XL / Black Plus - XL / Black Plus,0,2,62,30938.000116
Viscose 7/8 High Ankle/Cropped Leggings - Candle Light - 2XL / Candle Light,0,9,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Candle Light - 2XL / Candle Light - 2XL / Candle Light,0,0,3,1497.000029
Viscose 7/8 High Ankle/Cropped Leggings - Candle Light - L / Candle Light - L / Candle Light,0,0,5,2494.999897
Viscose 7/8 High Ankle/Cropped Leggings - Candle Light - M / Candle Light - M / Candle Light,0,0,3,1497.000013
Viscose 7/8 High Ankle/Cropped Leggings - Candle Light - S / Candle Light - S / Candle Light,0,0,2,998.000034
Viscose 7/8 High Ankle/Cropped Leggings - Candle Light - XL / Candle Light - XL / Candle Light,0,0,4,1995.999961
Viscose 7/8 High Ankle/Cropped Leggings - Cherry Berry - 2XL / Cherry Berry - 2XL / Cherry Berry,0,0,13,6486.999918
Viscose 7/8 High Ankle/Cropped Leggings - Cherry Berry - L / Cherry Berry - L / Cherry Berry,0,0,16,7983.999947
Viscose 7/8 High Ankle/Cropped Leggings - Cherry Berry - M / Cherry Berry - M / Cherry Berry,0,0,12,5988.000075
Viscose 7/8 High Ankle/Cropped Leggings - Cherry Berry - S / Cherry Berry - S / Cherry Berry,0,0,3,1497.000025
Viscose 7/8 High Ankle/Cropped Leggings - Cherry Berry - XL / Cherry Berry - XL / Cherry Berry,0,0,8,3991.99999
Viscose 7/8 High Ankle/Cropped Leggings - Crimson Red - 2XL / Crimson Red - 2XL / Crimson Red,0,0,13,6487.00009
Viscose 7/8 High Ankle/Cropped Leggings - Crimson Red - L / Crimson Red - L / Crimson Red,0,0,8,3992.000045
Viscose 7/8 High Ankle/Cropped Leggings - Crimson Red - M / Crimson Red - M / Crimson Red,0,0,6,2994.000005
Viscose 7/8 High Ankle/Cropped Leggings - Crimson Red - S / Crimson Red - S / Crimson Red,0,0,4,1996.000077
Viscose 7/8 High Ankle/Cropped Leggings - Crimson Red - XL / Crimson Red - XL / Crimson Red,0,1,6,2994.000073
Viscose 7/8 High Ankle/Cropped Leggings - Fiery Orange - 2XL / Fiery Orange,0,15,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Fiery Orange - 2XL / Fiery Orange - 2XL / Fiery Orange,0,0,5,2495.000122
Viscose 7/8 High Ankle/Cropped Leggings - Fiery Orange - L / Fiery Orange - L / Fiery Orange,0,0,4,1995.999929
Viscose 7/8 High Ankle/Cropped Leggings - Fiery Orange - M / Fiery Orange - M / Fiery Orange,0,0,1,499.000043
Viscose 7/8 High Ankle/Cropped Leggings - Fiery Orange - S / Fiery Orange - S / Fiery Orange,0,0,3,1497
Viscose 7/8 High Ankle/Cropped Leggings - Fiery Orange - XL / Fiery Orange - XL / Fiery Orange,0,0,3,1496.99994
Viscose 7/8 High Ankle/Cropped Leggings - Green - 2XL / Green - 2XL / Green,0,0,8,3991.99999
Viscose 7/8 High Ankle/Cropped Leggings - Green - L / Green - L / Green,0,0,10,4989.99997
Viscose 7/8 High Ankle/Cropped Leggings - Green - M / Green - M / Green,0,37,5,2495.000012
